year	month	day	dep_time	dep_delay	arr_time	arr_delay	carrier	tailnum	flight	origin	dest	air_time	distance	hour	minute
2013	1	30	840	-5	1321	-29	AA	N5FRAA	1357	JFK	SJU	187	1598	8	40
2013	1	30	841	11	1029	14	AA	N486AA	313	LGA	ORD	133	733	8	41
2013	1	30	841	6	1239	24	UA	N54241	1739	EWR	SFO	352	2565	8	41
2013	1	30	844	39	1018	63	EV	N16918	4693	EWR	MHT	39	209	8	44
2013	1	30	848	-7	1238	21	B6	N292JB	1061	JFK	AUS	264	1521	8	48
2013	1	30	850	-5	1043	-19	EV	N716EV	4913	EWR	DTW	81	488	8	50
2013	1	30	852	-8	1008	-12	US	N953UW	2120	LGA	BOS	43	184	8	52
2013	1	30	852	-8	1221	7	UA	N408UA	238	LGA	IAH	235	1416	8	52
2013	1	30	853	-7	1017	-5	US	N763US	2167	LGA	DCA	48	214	8	53
2013	1	30	854	-6	1059	-17	DL	N377NW	181	LGA	DTW	92	502	8	54
2013	1	30	854	-6	1149	-16	DL	N312US	1885	LGA	MCO	137	950	8	54
2013	1	30	854	20	1110	31	EV	N16571	4250	EWR	GRR	101	605	8	54
2013	1	30	855	-5	1224	-3	DL	N706TW	120	JFK	LAX	334	2475	8	55
2013	1	30	855	-4	1157	12	DL	N687DL	1747	LGA	ATL	134	762	8	55
2013	1	30	855	150	1051	187	EV	N21537	4533	EWR	BUF	52	282	8	55
2013	1	30	855	-5	1441	-49	HA	N388HA	51	JFK	HNL	613	4983	8	55
2013	1	30	855	-5	1106	18	UA	N441UA	385	EWR	ORD	132	719	8	55
2013	1	30	856	-4	1202	27	DL	N302DQ	485	EWR	ATL	134	746	8	56
2013	1	30	856	-1	1215	6	UA	N435UA	714	EWR	MIA	165	1085	8	56
2013	1	30	857	-8	1209	-17	DL	N370NB	2379	LGA	FLL	153	1076	8	57
2013	1	30	857	2	1109	5	9E	N927XJ	3353	JFK	DTW	95	509	8	57
2013	1	30	858	-7	1212	-23	VX	N630VA	407	JFK	LAX	342	2475	8	58
2013	1	30	859	2	1247	43	UA	N38727	1194	EWR	IAH	229	1400	8	59
2013	1	30	859	-1	1241	41	UA	N477UA	430	EWR	TPA	159	997	8	59
2013	1	30	900	0	1208	9	B6	N507JB	59	JFK	TPA	158	1005	9	0
2013	1	30	900	-4	1116	23	UA	N73256	1207	EWR	CLE	67	404	9	0
2013	1	30	900	0	1041	2	UA	N479UA	544	LGA	ORD	132	733	9	0
2013	1	30	900	-3	1203	17	UA	N521UA	565	EWR	LAS	298	2227	9	0
2013	1	30	901	-4	1013	-16	B6	N279JB	20	JFK	ROC	49	264	9	1
2013	1	30	903	3	1208	-12	AA	N319AA	1	JFK	LAX	332	2475	9	3
2013	1	30	904	-4	1139	19	EV	N12996	4638	EWR	CVG	107	569	9	4
2013	1	30	905	38	1134	63	EV	N21129	4652	EWR	MYR	91	550	9	5
2013	1	30	905	-1	1257	41	UA	N491UA	634	EWR	PBI	162	1023	9	5
2013	1	30	908	0	1444	35	UA	N27722	1519	EWR	STT	196	1634	9	8
2013	1	30	908	8	1207	34	UA	N17105	1643	EWR	DEN	228	1605	9	8
2013	1	30	911	36	1225	35	AA	N551AA	717	LGA	DFW	216	1389	9	11
2013	1	30	912	-3	1056	-5	B6	N329JB	1103	JFK	RDU	75	427	9	12
2013	1	30	913	8	1022	-1	B6	N266JB	56	JFK	BTV	46	266	9	13
2013	1	30	914	-6	1233	-12	AA	N4XKAA	721	LGA	DFW	224	1389	9	14
2013	1	30	915	0	1217	-8	B6	N503JB	25	JFK	FLL	150	1069	9	15
2013	1	30	918	-2	1310	30	AA	N592AA	1589	EWR	DFW	227	1372	9	18
2013	1	30	920	-1	1031	2	B6	N703JB	1004	JFK	BOS	45	187	9	20
2013	1	30	920	-10	1225	-21	B6	N807JB	375	LGA	FLL	153	1076	9	20
2013	1	30	920	0	1315	42	UA	N75861	1594	EWR	LAX	331	2454	9	20
2013	1	30	922	-3	1221	31	WN	N927WN	3494	EWR	DEN	234	1605	9	22
2013	1	30	923	-6	1439	12	B6	N635JB	215	EWR	SJU	194	1608	9	23
2013	1	30	925	-10	1220	-11	B6	N510JB	41	JFK	MCO	139	944	9	25
2013	1	30	927	-1	1045	-6	B6	N559JB	4	JFK	BUF	55	301	9	27
2013	1	30	931	-4	1218	-20	B6	N608JB	361	LGA	PBI	142	1035	9	31
2013	1	30	931	-4	1214	-21	VX	N846VA	251	JFK	LAS	316	2248	9	31
2013	1	30	937	7	1057	-6	9E	N8533D	3661	JFK	ROC	49	264	9	37
2013	1	30	939	-6	1128	-2	AA	N565AA	319	LGA	ORD	127	733	9	39
2013	1	30	946	-4	1045	-19	B6	N228JB	600	JFK	PWM	46	273	9	46
2013	1	30	947	52	1202	61	EV	N11199	4185	EWR	DTW	83	488	9	47
2013	1	30	948	68	1051	48	9E	N904XJ	3422	JFK	BOS	42	187	9	48
2013	1	30	948	-7	1226	6	MQ	N526MQ	4654	LGA	ATL	128	762	9	48
2013	1	30	949	199	1231	224	EV	N12567	4393	EWR	IND	112	645	9	49
2013	1	30	949	-6	1222	-24	UA	N15712	1597	EWR	EGE	252	1726	9	49
2013	1	30	950	0	1202	-8	9E	N8888D	3961	LGA	GRR	105	618	9	50
2013	1	30	953	-4	1209	44	EV	N14542	4094	EWR	BNA	147	748	9	53
2013	1	30	953	-7	1304	-19	UA	N37252	1515	EWR	SEA	317	2402	9	53
2013	1	30	954	-6	1248	9	DL	N671DN	1847	LGA	ATL	137	762	9	54
2013	1	30	954	-6	1058	-10	US	N959UW	2122	LGA	BOS	43	184	9	54
2013	1	30	955	-5	1316	11	B6	N653JB	503	EWR	FLL	155	1065	9	55
2013	1	30	955	-4	1216	-32	B6	N643JB	197	JFK	LAS	304	2248	9	55
2013	1	30	956	-4	1324	30	UA	N79279	1623	EWR	MCO	150	937	9	56
2013	1	30	957	74	1301	106	EV	N18557	4107	EWR	JAX	132	820	9	57
2013	1	30	957	-3	1344	34	UA	N496UA	720	EWR	FLL	177	1065	9	57
2013	1	30	959	-6	1231	-32	DL	N3751B	1529	JFK	LAS	311	2248	9	59
2013	1	30	1005	85	1213	103	EV	N11536	4548	EWR	RDU	75	416	10	5
2013	1	30	1006	-9	1231	23	US	N601AW	375	EWR	CLT	94	529	10	6
2013	1	30	1009	-6	1204	-12	US	N770UW	1427	JFK	CLT	94	541	10	9
2013	1	30	1009	24	1131	-4	WN	N753SW	469	LGA	BNA	126	764	10	9
2013	1	30	1009	-6	1321	-9	UA	N563UA	680	LGA	IAH	231	1416	10	9
2013	1	30	1010	-6	1207	-23	DL	N924DL	2319	LGA	MSP	149	1020	10	10
2013	1	30	1010	11	1327	-6	US	N521UW	196	JFK	PHX	297	2153	10	10
2013	1	30	1012	-3	1349	9	US	N656AW	75	EWR	PHX	296	2133	10	12
2013	1	30	1013	-2	1155	24	EV	N27962	4663	EWR	IAD	50	212	10	13
2013	1	30	1015	-6	1327	-15	DL	N909DE	1903	LGA	SRQ	172	1047	10	15
2013	1	30	1016	6	1234	54	MQ	N515MQ	3795	EWR	ORD	138	719	10	16
2013	1	30	1018	-2	1319	-11	AA	N3BAAA	731	LGA	DFW	222	1389	10	18
2013	1	30	1018	-7	1120	-11	B6	N613JB	1026	JFK	BOS	42	187	10	18
2013	1	30	1020	-5	1232	1	EV	N607LR	5026	EWR	DTW	84	488	10	20
2013	1	30	1023	-7	1324	-16	AA	N335AA	19	JFK	LAX	342	2475	10	23
2013	1	30	1024	-6	1343	-12	AA	N362AA	179	JFK	SFO	352	2586	10	24
2013	1	30	1025	230	@	@	B6	N568JB	983	LGA	TPA	@	1010	10	25
2013	1	30	1026	-6	1251	11	EV	N12163	4689	EWR	CHS	101	628	10	26
2013	1	30	1026	26	1135	14	US	N732US	2169	LGA	DCA	47	214	10	26
2013	1	30	1028	-2	1333	41	DL	N348NB	2343	EWR	ATL	139	746	10	28
2013	1	30	1028	28	1224	15	US	N758US	1277	LGA	CLT	93	544	10	28
2013	1	30	1029	-1	1342	-33	VX	N845VA	23	JFK	SFO	353	2586	10	29
2013	1	30	1030	61	1203	79	EV	N13970	4636	EWR	DCA	52	199	10	30
2013	1	30	1031	0	1350	-13	B6	N779JB	641	JFK	SFO	352	2586	10	31
2013	1	30	1033	95	1327	129	EV	N11194	4364	EWR	MCI	183	1092	10	33
2013	1	30	1034	94	1341	81	AA	N630AA	647	JFK	MIA	161	1089	10	34
2013	1	30	1035	-4	1317	-13	B6	N558JB	31	JFK	MCO	136	944	10	35
2013	1	30	1037	158	1201	167	EV	N13908	4233	EWR	BTV	45	266	10	37
2013	1	30	1037	42	1221	81	9E	N832AY	3667	JFK	PHL	59	94	10	37
2013	1	30	1038	-7	1248	-4	DL	N362NW	1573	LGA	MEM	164	963	10	38
2013	1	30	1041	11	1209	-6	MQ	N833MQ	4471	LGA	RDU	74	431	10	41
2013	1	30	1044	45	1213	44	MQ	N3AEMQ	4670	LGA	BNA	131	764	10	44
2013	1	30	1048	5	1411	31	UA	N674UA	575	EWR	IAH	222	1400	10	48
2013	1	30	1053	-7	1352	-28	DL	N3757D	1275	JFK	SLC	269	1990	10	53
2013	1	30	1053	-7	1342	-8	UA	N39463	1525	EWR	LAS	306	2227	10	53
2013	1	30	1053	-3	1218	10	UA	N12221	1047	EWR	BOS	45	200	10	53
2013	1	30	1056	-4	1227	4	EV	N14902	4240	EWR	BUF	52	282	10	56
2013	1	30	1056	-4	1426	-6	UA	N76502	1289	EWR	SFO	350	2565	10	56
2013	1	30	1057	-3	1354	-30	DL	N979DL	2044	LGA	MIA	157	1096	10	57
2013	1	30	1058	8	1254	27	EV	N18556	4662	EWR	RDU	73	416	10	58
2013	1	30	1058	-2	1411	-14	UA	N505UA	642	JFK	SFO	357	2586	10	58
2013	1	30	1100	0	1228	13	MQ	N505MQ	3792	JFK	DCA	59	213	11	0
2013	1	30	1103	184	1222	186	EV	N13538	4392	EWR	SYR	40	195	11	3
2013	1	30	1104	-6	1202	-19	B6	N203JB	24	JFK	BTV	46	266	11	4
2013	1	30	1104	14	1246	-4	MQ	N520MQ	4589	LGA	DTW	85	502	11	4
2013	1	30	1107	61	1217	56	EV	N833AS	5711	JFK	IAD	47	228	11	7
2013	1	30	1107	7	1253	-7	WN	N491WN	1873	LGA	STL	151	888	11	7
2013	1	30	1108	13	1404	-1	AA	N3BWAA	739	LGA	DFW	220	1389	11	8
2013	1	30	1110	-4	1304	-11	DL	N334NB	1031	LGA	DTW	92	502	11	10
2013	1	30	1111	19	1430	16	UA	N485UA	471	EWR	RSW	167	1068	11	11
2013	1	30	1114	195	1319	189	EV	N12195	4498	EWR	MSP	153	1008	11	14
2013	1	30	1115	-10	1411	-28	B6	N775JB	673	JFK	LAX	336	2475	11	15
2013	1	30	1116	151	1250	155	9E	N922XJ	3405	JFK	DCA	52	213	11	16
2013	1	30	1117	27	1358	-7	B6	N584JB	373	LGA	FLL	145	1076	11	17
2013	1	30	1118	169	1232	157	EV	N13994	3259	EWR	PWM	46	284	11	18
2013	1	30	1118	-1	1335	-10	UA	N14237	1625	EWR	DEN	222	1605	11	18
2013	1	30	1121	-8	1450	12	B6	N712JB	133	JFK	RSW	160	1074	11	21
2013	1	30	1122	-3	1549	-31	DL	N3745B	315	JFK	SJU	188	1598	11	22
2013	1	30	1123	-7	1442	-3	UA	N557UA	703	JFK	LAX	345	2475	11	23
2013	1	30	1124	8	1420	6	UA	N77510	1143	EWR	PBI	149	1023	11	24
2013	1	30	1127	-3	1319	4	WN	N617SW	145	EWR	STL	147	872	11	27
2013	1	30	1128	-2	1422	0	UA	N14115	1690	EWR	MCO	144	937	11	28
2013	1	30	1129	0	1428	9	B6	N521JB	523	EWR	MCO	139	937	11	29
2013	1	30	1133	-7	1448	3	AA	N3GYAA	1623	EWR	MIA	154	1085	11	33
2013	1	30	1134	94	1245	82	EV	N909EV	5736	LGA	IAD	49	229	11	34
2013	1	30	1136	-9	1259	-22	FL	N924AT	353	LGA	CAK	66	397	11	36
2013	1	30	1136	31	1257	12	WN	N750SA	542	LGA	MDW	126	725	11	36
2013	1	30	1137	7	1426	-4	DL	N960DL	695	JFK	MCO	144	944	11	37
2013	1	30	1141	11	1332	-2	US	N559UW	1625	LGA	CLT	91	544	11	41
2013	1	30	1145	222	1409	224	EV	N31131	4530	EWR	OMA	170	1134	11	45
2013	1	30	1145	10	1310	-20	MQ	N722MQ	4553	LGA	CLE	71	419	11	45
2013	1	30	1146	46	1245	36	US	N946UW	2124	LGA	BOS	41	184	11	46
2013	1	30	1147	3	1441	-4	UA	N14230	1707	EWR	TPA	154	997	11	47
2013	1	30	1153	19	1339	-6	DL	N364NB	2219	LGA	MSP	150	1020	11	53
2013	1	30	1153	-7	1514	4	AA	N338AA	3	JFK	LAX	346	2475	11	53
2013	1	30	1153	-2	1536	37	B6	N267JB	625	JFK	HOU	263	1428	11	53
2013	1	30	1155	-5	1510	-19	DL	N705TW	863	JFK	LAX	333	2475	11	55
2013	1	30	1156	56	1448	70	DL	N660DL	1647	LGA	ATL	138	762	11	56
2013	1	30	1156	-4	1339	-21	US	N730US	1443	JFK	CLT	88	541	11	56
2013	1	30	1156	-4	1311	-4	MQ	N836MQ	4425	JFK	DCA	55	213	11	56
2013	1	30	1157	12	1512	18	DL	N917DE	1875	LGA	TPA	164	1010	11	57
2013	1	30	1157	-3	1524	25	UA	N16709	1461	EWR	IAH	242	1400	11	57
2013	1	30	1159	14	1445	-8	DL	N317US	1174	LGA	PBI	149	1035	11	59
2013	1	30	1200	195	1329	203	EV	N13913	4112	EWR	RIC	60	277	12	0
2013	1	30	1201	41	1450	74	EV	N11184	4279	EWR	MCI	200	1092	12	1
2013	1	30	1201	-9	1305	-5	WN	N741SA	477	EWR	BWI	42	169	12	1
2013	1	30	1204	5	1428	-3	EV	N12540	4090	EWR	JAX	125	820	12	4
2013	1	30	1205	5	1311	7	B6	N351JB	1174	EWR	BOS	48	200	12	5
2013	1	30	1206	66	1317	63	US	N745VJ	2171	LGA	DCA	49	214	12	6
2013	1	30	1207	42	1345	40	AA	N3ARAA	327	LGA	ORD	131	733	12	7
2013	1	30	1211	-1	1529	-22	UA	N38454	1227	EWR	PHX	295	2133	12	11
2013	1	30	1212	57	1511	46	AA	N3AHAA	2099	LGA	MIA	154	1096	12	12
2013	1	30	1216	-4	1512	-21	B6	N793JB	209	JFK	LGB	336	2465	12	16
2013	1	30	1217	62	1345	48	EV	N754EV	5273	LGA	PIT	64	335	12	17
2013	1	30	1220	265	1425	253	9E	N8877A	4023	EWR	CVG	104	569	12	20
2013	1	30	1220	0	1342	-1	B6	N281JB	66	JFK	BUF	60	301	12	20
2013	1	30	1221	0	1513	-42	UA	N846UA	583	EWR	SFO	335	2565	12	21
2013	1	30	1222	32	1421	36	MQ	N500MQ	4646	LGA	MSP	151	1020	12	22
2013	1	30	1222	67	1402	107	OO	N978SW	8500	LGA	ORD	132	733	12	22
2013	1	30	1225	-10	1406	-9	MQ	N832MQ	4404	JFK	RDU	78	427	12	25
2013	1	30	1227	-3	1517	18	EV	N14977	3826	EWR	ATL	142	746	12	27
2013	1	30	1227	27	1336	31	US	N944UW	2126	LGA	BOS	50	184	12	27
2013	1	30	1228	43	1830	@	DL	N303DQ	401	EWR	ATL	@	746	12	28
2013	1	30	1228	48	1540	50	DL	N326NB	930	LGA	FLL	167	1076	12	28
2013	1	30	1228	55	1400	51	EV	N12142	4671	EWR	RDU	74	416	12	28
2013	1	30	1232	250	1422	243	EV	N16976	4691	EWR	DAY	92	533	12	32
2013	1	30	1234	-11	1338	-12	AA	N3EEAA	1850	JFK	BOS	49	187	12	34
2013	1	30	1234	-1	1528	-7	UA	N78285	1000	EWR	MIA	158	1085	12	34
2013	1	30	1235	35	1349	40	US	N756US	2173	LGA	DCA	54	214	12	35
2013	1	30	1237	-3	1549	9	AA	N489AA	1853	EWR	DFW	221	1372	12	37
2013	1	30	1245	-5	1343	-12	B6	N317JB	1006	JFK	BOS	45	187	12	45
2013	1	30	1247	47	2042	@	DL	N667DN	1947	LGA	ATL	@	762	12	47
2013	1	30	1253	-2	1553	-12	UA	N23707	1612	EWR	DFW	225	1372	12	53
2013	1	30	1254	9	1608	8	AA	N3HKAA	2253	LGA	MIA	155	1096	12	54
2013	1	30	1255	-5	1523	17	9E	N8980A	3762	EWR	CVG	104	569	12	55
2013	1	30	1255	10	1606	16	AA	N3GMAA	745	LGA	DFW	230	1389	12	55
2013	1	30	1255	-4	1534	-22	B6	N279JB	991	JFK	PBI	147	1028	12	55
2013	1	30	1255	101	1500	75	UA	N73259	1663	LGA	DEN	226	1620	12	55
2013	1	30	1257	135	1419	133	EV	N27200	4694	EWR	MKE	125	725	12	57
2013	1	30	1259	-1	1600	-6	B6	N766JB	85	JFK	FLL	157	1069	12	59
2013	1	30	1300	40	1434	44	MQ	N534MQ	3697	EWR	ORD	130	719	13	0
2013	1	30	1301	21	1553	-2	AA	N5CPAA	2041	JFK	MIA	153	1089	13	1
2013	1	30	1301	2	1428	-8	UA	N67134	1249	EWR	ORD	126	719	13	1
2013	1	30	1302	62	1613	103	MQ	N528MQ	4658	LGA	ATL	164	762	13	2
2013	1	30	1304	178	1527	188	EV	N21537	4445	EWR	IND	108	645	13	4
2013	1	30	1306	-9	1430	-1	EV	N13969	4120	EWR	BUF	61	282	13	6
2013	1	30	1306	-9	1507	-13	MQ	N739MQ	4564	LGA	DTW	90	502	13	6
2013	1	30	1307	52	1818	@	EV	N15572	4087	EWR	PWM	@	284	13	7
2013	1	30	1307	14	1555	0	UA	N73275	1641	EWR	MCO	152	937	13	7
2013	1	30	1309	24	1444	38	EV	N13161	3263	EWR	RIC	67	277	13	9
2013	1	30	1310	52	1506	51	EV	N14116	4641	EWR	CLT	91	529	13	10
2013	1	30	1310	0	1421	2	UA	N855UA	717	EWR	BOS	53	200	13	10
2013	1	30	1311	-4	1512	8	US	N162UW	1895	EWR	CLT	86	529	13	11
2013	1	30	1313	23	1458	9	EV	N741EV	4893	EWR	DTW	81	488	13	13
2013	1	30	1315	15	1426	20	US	N953UW	2128	LGA	BOS	54	184	13	15
2013	1	30	1320	0	1622	-11	UA	N12109	1110	EWR	LAX	337	2454	13	20
2013	1	30	1321	237	1509	231	EV	N13553	4711	EWR	STL	144	872	13	21
2013	1	30	1321	-9	1622	5	B6	N328JB	525	EWR	MCO	152	937	13	21
2013	1	30	1321	30	1635	33	UA	N446UA	743	LGA	IAH	237	1416	13	21
2013	1	30	1322	2	1628	-22	VX	N623VA	411	JFK	LAX	339	2475	13	22
2013	1	30	1323	-2	1502	-3	MQ	N730MQ	4475	LGA	RDU	74	431	13	23
2013	1	30	1324	54	1448	43	WN	N286WN	283	LGA	MKE	129	738	13	24
2013	1	30	1327	3	1623	-1	B6	N589JB	505	EWR	FLL	156	1065	13	27
2013	1	30	1329	39	1618	28	DL	N376NW	1685	LGA	MCO	149	950	13	29
2013	1	30	1329	30	1532	36	US	N183UW	1459	LGA	CLT	96	544	13	29
2013	1	30	1334	34	1820	163	DL	N623DL	781	LGA	ATL	130	762	13	34
2013	1	30	1335	35	1445	38	US	N763US	2175	LGA	DCA	53	214	13	35
2013	1	30	1337	-8	1646	-19	AA	N328AA	117	JFK	LAX	345	2475	13	37
2013	1	30	1341	-4	1647	-2	UA	N37413	1250	EWR	IAH	230	1400	13	41
2013	1	30	1342	42	1546	100	9E	N8908D	3638	JFK	PHL	40	94	13	42
2013	1	30	1343	-2	1627	-29	B6	N559JB	83	JFK	SEA	326	2422	13	43
2013	1	30	1345	-5	1615	-9	B6	N329JB	615	JFK	JAX	126	828	13	45
2013	1	30	1345	0	1640	-23	UA	N45440	1164	EWR	FLL	161	1065	13	45
2013	1	30	1346	5	1918	-17	UA	N76065	15	EWR	HNL	612	4963	13	46
2013	1	30	1348	23	1818	8	B6	N649JB	705	JFK	SJU	190	1598	13	48
2013	1	30	1352	-7	1513	-20	UA	N33262	1567	EWR	CLE	64	404	13	52
2013	1	30	1353	-6	1652	-4	UA	N538UA	523	EWR	PBI	158	1023	13	53
2013	1	30	1356	121	1459	115	9E	N935XJ	3483	JFK	BOS	41	187	13	56
2013	1	30	1402	-3	1656	-9	B6	N639JB	63	JFK	TPA	154	1005	14	2
2013	1	30	1403	63	1548	58	MQ	N725MQ	4426	LGA	CMH	86	479	14	3
2013	1	30	1407	7	1505	2	US	N959UW	2130	LGA	BOS	42	184	14	7
2013	1	30	1412	73	1510	68	EV	N13970	4129	EWR	DCA	43	199	14	12
2013	1	30	1413	14	1530	-3	UA	N437UA	683	EWR	ORD	121	719	14	13
2013	1	30	1418	-2	1715	2	UA	N14106	1618	EWR	TPA	158	997	14	18
2013	1	30	1419	-1	1614	24	MQ	N509MQ	3728	EWR	ORD	115	719	14	19
2013	1	30	1421	51	1744	39	WN	N252WN	1078	EWR	PHX	302	2133	14	21
2013	1	30	1421	31	1628	43	MQ	N508MQ	4577	LGA	CLT	89	544	14	21
2013	1	30	1422	32	1709	41	DL	N301NB	1705	LGA	MSY	193	1183	14	22
2013	1	30	1423	3	1620	0	MQ	N9EAMQ	4588	LGA	MSP	154	1020	14	23
2013	1	30	1424	29	1729	21	DL	N330NW	2079	LGA	FLL	153	1076	14	24
2013	1	30	1426	-3	1801	7	UA	N502UA	257	JFK	SFO	363	2586	14	26
2013	1	30	1427	-8	1640	-21	DL	N329NB	1344	LGA	MCI	170	1107	14	27
2013	1	30	1429	39	1734	19	US	N658AW	186	EWR	PHX	291	2133	14	29
2013	1	30	1430	90	1607	87	AA	N587AA	329	LGA	ORD	131	733	14	30
2013	1	30	1432	2	1736	-6	UA	N73291	1175	EWR	RSW	162	1068	14	32
2013	1	30	1434	74	1549	73	EV	N13956	4231	EWR	IAD	46	212	14	34
2013	1	30	1437	38	1559	42	EV	N832AS	5712	JFK	IAD	54	228	14	37
2013	1	30	1438	23	1544	18	B6	N239JB	1010	JFK	BOS	41	187	14	38
2013	1	30	1439	-6	1725	-20	B6	N597JB	153	JFK	MCO	144	944	14	39
2013	1	30	1440	50	1612	54	EV	N13550	4171	EWR	MSN	129	799	14	40
2013	1	30	1441	42	1544	35	EV	N21129	4523	EWR	BTV	43	266	14	41
2013	1	30	1443	-5	1758	-10	UA	N37281	1608	EWR	AUS	242	1504	14	43
2013	1	30	1445	15	1750	-25	DL	N721TW	2126	JFK	SFO	336	2586	14	45
2013	1	30	1445	0	1550	-4	UA	N835UA	425	EWR	BOS	47	200	14	45
2013	1	30	1446	-4	1629	-16	MQ	N680MQ	4172	JFK	CLE	78	425	14	46
2013	1	30	1448	88	1647	99	EV	N14158	4628	EWR	STL	146	872	14	48
2013	1	30	1449	119	1659	99	WN	N740SW	390	LGA	DEN	234	1620	14	49
2013	1	30	1449	-1	1635	-5	MQ	N855MQ	4403	JFK	RDU	77	427	14	49
2013	1	30	1450	-6	1613	-11	9E	N601XJ	4357	JFK	ORF	56	290	14	50
2013	1	30	1451	1	1738	-17	AA	N5FLAA	1813	JFK	MCO	147	944	14	51
2013	1	30	1452	-3	1757	-8	UA	N464UA	473	EWR	FLL	173	1065	14	52
2013	1	30	1455	-5	1813	-24	DL	N709TW	963	JFK	LAX	335	2475	14	55
2013	1	30	1456	-4	1806	-19	AA	N3ABAA	1925	LGA	MIA	162	1096	14	56
2013	1	30	1456	-3	1613	-18	B6	N655JB	8	JFK	BUF	55	301	14	56
2013	1	30	1457	2	1811	-14	AA	N5FHAA	1769	JFK	MIA	160	1089	14	57
2013	1	30	1457	-9	1816	-3	UA	N19141	1600	EWR	LAX	336	2454	14	57
2013	1	30	1458	33	1646	16	EV	N709EV	5164	EWR	MSP	148	1008	14	58
2013	1	30	1458	28	1759	24	AA	N4YMAA	883	EWR	DFW	216	1372	14	58
2013	1	30	1458	-2	1651	-4	MQ	N736MQ	4429	LGA	CMH	82	479	14	58
2013	1	30	1459	14	1706	-3	UA	N16217	1107	EWR	DEN	229	1605	14	59
2013	1	30	1500	-5	1619	-18	9E	N902XJ	3393	JFK	DCA	55	213	15	0
2013	1	30	1500	0	1649	10	UA	N469UA	685	LGA	ORD	127	733	15	0
2013	1	30	1501	-4	1706	-28	UA	N544UA	745	LGA	DEN	224	1620	15	1
2013	1	30	1502	-3	1824	4	AA	N3FUAA	759	LGA	DFW	228	1389	15	2
2013	1	30	1504	4	1617	9	US	N946UW	2132	LGA	BOS	50	184	15	4
2013	1	30	1506	-3	1737	-4	EV	N13975	3817	EWR	JAX	132	820	15	6
2013	1	30	1506	-4	1648	-7	MQ	N723MQ	4447	LGA	RDU	76	431	15	6
2013	1	30	1507	98	1606	95	EV	N14570	4688	EWR	BWI	42	169	15	7
2013	1	30	1508	68	1708	69	EV	N14204	4370	EWR	CHS	102	628	15	8
2013	1	30	1509	7	1818	-10	UA	N77518	1698	EWR	SFO	349	2565	15	9
2013	1	30	1510	30	1812	26	UA	N24202	1579	EWR	MIA	164	1085	15	10
2013	1	30	1511	96	1803	90	B6	N588JB	1161	LGA	PBI	150	1035	15	11
2013	1	30	1513	13	1702	9	US	N181UW	720	EWR	CLT	88	529	15	13
2013	1	30	1513	-2	1648	-12	MQ	N909MQ	4333	JFK	PIT	74	340	15	13
2013	1	30	1515	5	1806	5	UA	N509UA	315	EWR	MCO	149	937	15	15
2013	1	30	1520	-10	1710	-15	AA	N521AA	2223	LGA	STL	149	888	15	20
2013	1	30	1520	85	1643	73	WN	N208WN	348	LGA	MDW	123	725	15	20
2013	1	30	1522	23	1621	-4	B6	N266JB	12	JFK	SYR	46	209	15	22
2013	1	30	1523	-7	1840	-30	AA	N360AA	85	JFK	SFO	359	2586	15	23
2013	1	30	1523	113	1827	107	AA	N3EXAA	753	LGA	DFW	223	1389	15	23
2013	1	30	1523	98	1754	73	B6	N805JB	1783	JFK	MCO	139	944	15	23
2013	1	30	1524	-6	1800	-5	MQ	N713MQ	4525	LGA	XNA	197	1147	15	24
2013	1	30	1525	-5	1842	-13	AA	N3JPAA	1039	JFK	FLL	165	1069	15	25
2013	1	30	1525	0	1659	4	MQ	N505MQ	3823	JFK	DCA	65	213	15	25
2013	1	30	1526	22	1703	23	EV	N15912	4634	EWR	RDU	76	416	15	26
2013	1	30	1530	-5	1746	3	EV	N11536	4352	EWR	CVG	109	569	15	30
2013	1	30	1534	52	1743	45	EV	N14198	4181	EWR	MCI	171	1092	15	34
2013	1	30	1536	51	1736	49	US	N566UW	1445	LGA	CLT	94	544	15	36
2013	1	30	1537	53	1821	36	B6	N636JB	141	JFK	PBI	151	1028	15	37
2013	1	30	1537	51	1903	66	UA	N472UA	997	LGA	IAH	240	1416	15	37
2013	1	30	1539	-1	1847	-13	UA	N13110	161	JFK	LAX	347	2475	15	39
2013	1	30	1540	145	1635	144	EV	N16961	4368	EWR	BDL	31	116	15	40
2013	1	30	1541	-4	1837	-33	AA	N329AA	133	JFK	LAX	333	2475	15	41
2013	1	30	1545	-5	1803	-23	9E	N926XJ	3427	JFK	IND	115	665	15	45
2013	1	30	1546	36	1748	38	MQ	N517MQ	4579	LGA	CLT	94	544	15	46
2013	1	30	1549	49	1910	88	DL	N690DL	2347	LGA	ATL	150	762	15	49
2013	1	30	1549	57	1735	40	DL	N980DL	1231	LGA	DTW	82	502	15	49
2013	1	30	1551	-4	2036	-20	B6	N729JB	703	JFK	SJU	189	1598	15	51
2013	1	30	1551	76	1701	62	YV	N515MJ	3750	LGA	IAD	52	229	15	51
2013	1	30	1553	-7	1853	-19	DL	N3760C	4	JFK	MCO	148	944	15	53
2013	1	30	1553	-7	1852	-23	AA	N3FLAA	565	JFK	DFW	214	1391	15	53
2013	1	30	1554	-6	1904	-21	AA	N3FDAA	1467	LGA	MIA	159	1096	15	54
