id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
21617;39;self-employed;married;basic.6y;no;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21618;44;technician;divorced;professional.course;unknown;yes;no;cellular;aug;thu;6;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21619;47;housemaid;married;basic.4y;unknown;yes;no;telephone;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21620;56;management;married;university.degree;no;no;yes;telephone;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21623;42;technician;married;university.degree;no;no;yes;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
21624;67;retired;married;basic.4y;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-3.4;92.649;-30.1;0.714;5017.5;yes
21625;54;blue-collar;married;basic.4y;unknown;no;no;cellular;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
21626;41;admin.;married;university.degree;no;no;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
21627;37;admin.;married;high.school;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
21628;46;self-employed;married;university.degree;no;yes;no;telephone;may;tue;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21629;42;admin.;divorced;university.degree;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21630;37;technician;married;professional.course;no;yes;no;cellular;aug;thu;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21631;64;retired;divorced;basic.4y;no;yes;yes;telephone;sep;fri;2;6;2;success;-1.1;94.199;-37.5;0.878;4963.6;yes
21632;35;self-employed;married;university.degree;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
21635;41;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;2;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
21636;39;admin.;single;high.school;no;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
21638;40;housemaid;single;university.degree;no;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
21639;59;technician;married;unknown;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21643;29;admin.;single;high.school;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
21644;48;blue-collar;divorced;basic.9y;no;yes;yes;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21645;38;blue-collar;married;basic.6y;no;no;no;cellular;jul;wed;17;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21647;30;technician;single;professional.course;no;yes;no;cellular;jun;tue;3;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;no
21648;33;blue-collar;single;basic.4y;no;no;no;cellular;apr;mon;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
21649;38;admin.;married;university.degree;no;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
21651;27;management;single;university.degree;no;no;no;cellular;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21653;44;blue-collar;married;basic.9y;unknown;yes;yes;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
21655;29;services;single;unknown;no;yes;no;cellular;apr;thu;5;999;0;nonexistent;-1.8;93.749;-34.6;0.659;5008.7;yes
21656;32;services;single;basic.6y;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21657;40;blue-collar;divorced;basic.9y;no;no;no;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
21659;51;admin.;married;basic.9y;unknown;yes;no;cellular;may;mon;6;6;2;success;-1.8;92.893;-46.2;1.299;5099.1;no
21660;42;admin.;married;professional.course;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
21661;32;technician;single;university.degree;no;no;yes;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
21662;54;admin.;divorced;professional.course;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;no
21663;41;technician;single;professional.course;no;unknown;unknown;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21664;34;blue-collar;married;basic.6y;unknown;no;yes;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
21666;28;admin.;single;university.degree;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.266;5076.2;yes
21667;33;admin.;single;university.degree;no;no;no;cellular;oct;thu;5;999;1;failure;-3.4;92.431;-26.9;0.74;5017.5;yes
21668;53;admin.;married;high.school;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21670;45;admin.;divorced;university.degree;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;yes
21671;57;admin.;married;university.degree;unknown;yes;yes;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21672;37;technician;single;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
21673;31;technician;single;university.degree;no;yes;no;cellular;nov;thu;5;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
21674;50;technician;married;professional.course;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
21675;31;unemployed;married;university.degree;no;yes;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21676;60;admin.;married;high.school;no;no;no;cellular;apr;thu;1;2;1;success;-1.8;93.075;-47.1;1.365;5099.1;yes
21677;33;self-employed;married;university.degree;no;yes;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
21678;39;services;single;university.degree;unknown;yes;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
21679;44;technician;single;professional.course;no;no;no;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
21680;30;self-employed;married;university.degree;no;no;no;cellular;jun;mon;4;999;0;nonexistent;-1.7;94.055;-39.8;0.72;4991.6;yes
21682;23;blue-collar;single;high.school;unknown;yes;no;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21683;34;technician;single;university.degree;no;yes;yes;cellular;mar;thu;3;3;2;success;-1.8;93.369;-34.8;0.654;5008.7;yes
21685;35;blue-collar;single;professional.course;no;yes;no;cellular;mar;tue;1;999;0;nonexistent;-1.8;92.843;-50;1.556;5099.1;no
21688;26;blue-collar;married;basic.9y;unknown;no;no;telephone;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21689;25;blue-collar;single;basic.9y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
21690;33;blue-collar;single;basic.6y;unknown;no;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
21691;39;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
21692;31;admin.;married;university.degree;no;no;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21693;37;admin.;single;university.degree;no;no;no;cellular;jul;thu;6;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
21695;67;admin.;married;basic.4y;unknown;no;no;cellular;oct;thu;2;2;2;success;-3.4;92.431;-26.9;0.722;5017.5;yes
21696;30;services;single;high.school;no;no;no;telephone;may;mon;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21698;45;admin.;married;high.school;no;no;no;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
21700;49;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
21701;50;management;married;university.degree;unknown;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21703;57;technician;single;university.degree;unknown;yes;no;cellular;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21707;26;blue-collar;married;basic.4y;no;no;yes;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
21710;34;technician;married;professional.course;unknown;no;yes;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21711;33;admin.;married;high.school;no;yes;no;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
21715;39;services;married;unknown;unknown;no;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21717;32;technician;married;professional.course;no;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21719;37;admin.;single;high.school;no;no;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
21720;40;admin.;married;professional.course;no;yes;no;cellular;nov;tue;5;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
21721;25;self-employed;single;university.degree;no;yes;no;cellular;sep;mon;1;999;0;nonexistent;-3.4;92.379;-29.8;0.797;5017.5;no
21722;27;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;wed;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
21723;32;services;single;high.school;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
21724;53;blue-collar;married;basic.4y;no;yes;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21725;31;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
21726;50;housemaid;divorced;basic.4y;unknown;yes;yes;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21727;56;self-employed;married;basic.9y;no;unknown;unknown;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21728;38;blue-collar;single;basic.6y;no;yes;yes;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
21729;34;management;married;university.degree;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21731;45;technician;married;basic.9y;unknown;no;no;cellular;jul;thu;22;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
21732;36;blue-collar;married;high.school;no;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
21733;55;management;married;university.degree;no;yes;yes;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21734;56;management;married;basic.6y;unknown;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21735;53;services;unknown;unknown;no;yes;no;telephone;jun;tue;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
21736;38;admin.;single;university.degree;no;yes;no;cellular;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
21738;45;services;divorced;high.school;unknown;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
21741;38;admin.;single;university.degree;no;yes;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no
21744;32;management;divorced;basic.4y;unknown;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21746;35;admin.;married;high.school;unknown;no;yes;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21747;29;admin.;single;university.degree;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21748;62;retired;married;unknown;no;no;no;cellular;aug;fri;4;999;0;nonexistent;-2.9;92.201;-31.4;0.869;5076.2;yes
21749;47;technician;married;basic.9y;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
21750;32;admin.;single;university.degree;no;no;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.27;5099.1;no
21751;43;blue-collar;married;basic.4y;no;yes;no;cellular;may;thu;3;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
21752;26;admin.;single;university.degree;no;yes;no;telephone;sep;wed;1;999;0;nonexistent;-1.1;94.199;-37.5;0.88;4963.6;no
21753;42;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21755;33;blue-collar;single;high.school;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1;no
21756;50;management;married;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21757;31;admin.;married;high.school;no;no;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21758;32;admin.;single;university.degree;no;unknown;unknown;telephone;nov;mon;3;7;1;success;-3.4;92.649;-30.1;0.722;5017.5;no
21759;31;self-employed;single;high.school;no;no;yes;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21760;27;technician;single;basic.9y;no;no;no;cellular;apr;wed;3;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;no
21761;26;technician;single;university.degree;no;yes;yes;cellular;aug;wed;1;999;0;nonexistent;-2.9;92.201;-31.4;0.854;5076.2;no
21762;37;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21765;48;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21766;47;management;divorced;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21767;39;admin.;married;university.degree;no;no;no;telephone;jun;mon;11;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
21768;52;management;married;university.degree;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;no
21770;28;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
21771;58;management;married;university.degree;unknown;yes;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21772;77;retired;married;university.degree;no;yes;no;cellular;may;wed;1;6;4;success;-1.8;93.876;-40;0.682;5008.7;yes
21773;29;blue-collar;married;basic.9y;no;no;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21774;30;admin.;married;high.school;no;no;no;cellular;nov;tue;1;999;1;failure;-0.1;93.2;-42;4.153;5195.8;no
21775;37;blue-collar;married;high.school;no;yes;no;cellular;apr;mon;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
21776;40;technician;divorced;professional.course;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21781;43;technician;married;high.school;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21782;55;admin.;divorced;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21783;36;student;single;basic.9y;no;yes;no;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
21784;38;blue-collar;divorced;unknown;no;yes;no;telephone;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
21785;80;retired;divorced;basic.4y;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.749;-34.6;0.644;5008.7;no
21786;53;management;married;unknown;unknown;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21788;50;admin.;married;university.degree;no;no;no;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
21789;30;admin.;divorced;university.degree;no;yes;no;cellular;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
21790;42;blue-collar;married;basic.4y;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21792;36;unemployed;single;university.degree;no;yes;no;cellular;jun;mon;1;4;1;success;-2.9;92.963;-40.8;1.266;5076.2;yes
21793;53;management;married;university.degree;no;no;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21796;28;self-employed;single;university.degree;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
21797;39;technician;married;high.school;no;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
21798;35;self-employed;married;basic.9y;no;no;yes;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
21799;45;blue-collar;married;high.school;unknown;yes;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21800;49;technician;married;professional.course;no;yes;yes;cellular;aug;thu;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21802;75;housemaid;divorced;basic.4y;no;no;no;telephone;nov;mon;8;3;1;success;-3.4;92.649;-30.1;0.714;5017.5;no
21803;38;blue-collar;married;basic.9y;unknown;no;no;cellular;nov;wed;3;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
21804;48;management;married;high.school;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21805;29;admin.;single;university.degree;no;no;no;cellular;aug;fri;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21806;37;blue-collar;single;basic.4y;no;yes;yes;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21808;30;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21809;39;blue-collar;married;basic.9y;no;yes;no;cellular;apr;wed;1;999;1;failure;-1.8;93.075;-47.1;1.445;5099.1;no
21812;46;admin.;single;university.degree;no;yes;yes;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21813;33;services;married;high.school;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
21814;29;admin.;single;university.degree;unknown;yes;no;cellular;may;fri;10;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
21815;47;retired;married;basic.4y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21816;30;blue-collar;single;basic.9y;no;no;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
21820;33;management;married;university.degree;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21821;43;services;married;high.school;unknown;no;no;cellular;jul;thu;19;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
21822;40;self-employed;single;university.degree;unknown;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
21824;43;technician;married;high.school;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;-1.7;94.027;-38.3;0.903;4991.6;yes
21826;31;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21827;59;retired;married;basic.6y;no;yes;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
21828;42;services;married;high.school;no;yes;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21829;30;services;married;high.school;no;no;no;cellular;may;thu;4;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
21830;65;housemaid;married;basic.4y;no;yes;no;cellular;oct;tue;2;999;1;failure;-3.4;92.431;-26.9;0.728;5017.5;no
21831;54;technician;married;high.school;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
21832;36;services;single;basic.9y;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21833;43;blue-collar;married;high.school;no;no;no;cellular;apr;fri;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;yes
21834;31;admin.;single;university.degree;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
21839;47;unemployed;divorced;basic.9y;no;no;no;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;no
21841;27;technician;single;professional.course;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21845;23;student;single;university.degree;no;yes;no;cellular;nov;wed;1;3;2;success;-3.4;92.649;-30.1;0.715;5017.5;yes
21847;36;management;divorced;university.degree;no;unknown;unknown;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
21849;40;technician;single;professional.course;no;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.259;5099.1;no
21850;44;services;married;high.school;unknown;yes;yes;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
21852;28;admin.;single;university.degree;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
21853;54;management;divorced;basic.6y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
21854;45;blue-collar;married;basic.9y;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
21855;30;management;married;university.degree;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21856;44;blue-collar;married;high.school;no;yes;no;cellular;apr;fri;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
21857;49;admin.;married;university.degree;no;yes;yes;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no
21858;58;admin.;single;unknown;unknown;no;no;telephone;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
21859;36;entrepreneur;married;university.degree;no;yes;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21860;26;admin.;single;high.school;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21861;47;admin.;married;university.degree;no;no;no;cellular;sep;fri;3;999;1;failure;-3.4;92.379;-29.8;0.803;5017.5;no
21863;49;unemployed;married;high.school;no;yes;no;cellular;sep;wed;1;999;0;nonexistent;-3.4;92.379;-29.8;0.768;5017.5;no
21866;57;services;divorced;unknown;no;no;no;cellular;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
21867;41;admin.;married;university.degree;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
21868;41;services;married;professional.course;no;yes;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21869;43;blue-collar;married;basic.6y;no;yes;no;telephone;nov;thu;4;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;no
21870;60;blue-collar;married;basic.9y;unknown;yes;no;telephone;jun;thu;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
21871;45;entrepreneur;married;university.degree;unknown;no;no;telephone;jun;fri;5;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
21874;38;technician;married;professional.course;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
21875;35;admin.;married;university.degree;no;yes;no;cellular;aug;wed;2;999;2;failure;-2.9;92.201;-31.4;0.854;5076.2;yes
21876;35;technician;single;professional.course;no;yes;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
21877;41;admin.;single;high.school;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21879;37;blue-collar;single;basic.9y;no;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21880;45;technician;married;high.school;no;yes;yes;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
21881;39;technician;married;professional.course;no;no;no;cellular;may;thu;8;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
21882;32;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
21884;42;admin.;married;high.school;no;no;no;cellular;jul;wed;6;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
21885;29;blue-collar;divorced;basic.4y;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21888;46;admin.;single;high.school;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21889;33;admin.;divorced;high.school;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
21890;47;blue-collar;married;basic.4y;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
21891;39;self-employed;single;basic.4y;unknown;yes;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21892;27;self-employed;married;university.degree;no;yes;no;telephone;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1;no
21893;49;blue-collar;divorced;basic.9y;no;no;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
21894;52;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
21896;29;technician;married;university.degree;no;no;no;cellular;apr;mon;3;999;1;failure;-1.8;93.749;-34.6;0.645;5008.7;no
21897;33;technician;married;university.degree;unknown;no;yes;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
21899;33;admin.;single;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
21900;36;technician;married;professional.course;no;no;no;telephone;jun;wed;9;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
21902;36;admin.;married;university.degree;unknown;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
